,id,pool-id,user-id,fee-liquidated,liquidated-collateral-for-free,date,method
0,0xe68311207f0d250ff8dea862bc98fd8276f2bc2bb460c3990173feb212d6de78:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x5e46f0d1b3e1cf21d584fb557f98eb3ea4a19059,800000000000000,2123320584305,2022-06-20 13:48:57,origination-fee-liquidation
1,0x9d87ca9517b59a49844b6946fc85f58cbf461f4177f6a4e3caf33e85bf9c8722:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x79e531f50f55e05b1fa8c9356c2805f603f5b70d,340,373038619828,2022-06-19 04:31:03,origination-fee-liquidation
2,0xa5f677d0349707b75c76c674a34ebb5974af79c859e55da0ff90782a0af8cc0c:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x65f68f68c04f95a3f226fe1a6b6b956548963cb8,200000000000000,1,2022-06-18 21:47:25,origination-fee-liquidation
3,0x1b9c8548ed0fa8a7d6092e45b4f67d6061041d93c6e4e7da92f0924dadaca6ec:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xb52d61cf08c7528f456234234c65bda96f49080c,1,354604836539,2022-06-18 20:24:10,origination-fee-liquidation
4,0x7c729042baa05058e65b5de26d6ecea2d3cf8e4de743d046158bcccc4ca9a409:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xa26e2441b2a4b0962ff3f3e7b6b160aac7872d10,160,0,2022-06-17 00:53:17,origination-fee-liquidation
5,0xee7b0f71435b34f4f0bf024a47cc18ceefb96089d5b592e0f9eca53e509b2e31:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x3f5f4aedba5b7ffc27902f89824c61be40ee37d5,100,139881258727,2022-06-16 09:27:11,origination-fee-liquidation
6,0x8d934f68de3fbb05c7ab46550249efa63a877d5d54e60dc7e86d0aaaee982a56:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xbafed9388b41abc865c68a7eac01e13ac7f082f9,80,0,2022-06-16 09:27:11,origination-fee-liquidation
7,0x0fcadb3ed27d20af62490549f749ba56e41319a2884ccf2399e7638755207024:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x39541c578c195985712f6719dba410dea3b472a9,5100000000000000,5142686272214,2022-06-15 11:02:52,origination-fee-liquidation
8,0x531d964e23ee64a309d4845e174693a814d6a48dd4d3648dfc4378e84cab512b:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xbbbf48ce72e83420e5408e80a73d61c540b1a9c8,592402,597018746068731,2022-06-15 10:50:23,origination-fee-liquidation
9,0x5eb802ad056ec3a71f85f80fd6d94d4a6655d5111c1a5b3db14fcea7a75fb539:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xd9a08adef10f3ee568a30880c3f4bcea9335a09f,200,171931200000,2022-06-14 09:16:32,origination-fee-liquidation
10,0xd51c1cbf3b9a78a6619124e37acd21172f54dc1d2222342169207c4efd70bf13:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x304b9ae195211778778d0caf07937b11929ba58b,1000,204634461424874,2022-06-13 13:30:33,origination-fee-liquidation
11,0x4b1726340ef5298011140f620026c7baa323a68a232806a1b3d74fab2e80de06:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x94141ffd2af58dd11f5c390815bbc390e30282fb,6575,5822700969487,2022-06-13 13:28:32,origination-fee-liquidation
12,0x9896abc9be00a9360a1d798441bbbd58136c1c3fb70b72f8287f733953c0ba02:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xdad9396be1f733a3395a5628a98645f7c855a4dd,500,100627257899880,2022-06-13 13:13:05,origination-fee-liquidation
13,0xeae47234ff7c9c2ff8d9eb204b834539f8ff909c639bc35c076470d4184e2135:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x1f0aeaee69468727ba258b0cf692e6bfecc2e286,30000,6081042757429821,2022-06-13 11:02:15,origination-fee-liquidation
14,0xbfd1eccbaea0f6d523b6b345f597cbec0549120520968eb544718e1d65928267:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xbe9c45d2b35e6786ee02cd9b6e53175477003584,3000000000000000,2442856500000,2022-06-13 10:01:39,origination-fee-liquidation
15,0x7efa150f21d6f0876ba201f7ae2077e27a786271ce160b7fd87b0cf8bbc5fd8c:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x5d8a0dbb99e46fe5e06c98d3883e5f030f124e26,1000,794568157570,2022-06-13 08:08:20,origination-fee-liquidation
16,0x2fd87c8ac4e255763b43b61e95526aa04ae40844fcd92fb7b6ba8ad31251a1e6:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x1ad8f000063ffc26385bf341f0063d680b4f96f4,1450,1140436709475,2022-06-13 07:59:28,origination-fee-liquidation
17,0xba50a6ebf11f2f7da77603593bbe8542e57d2c42a63b1441919caf74cfb349e3:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x59ce3a5d2dcefdd051e45f8b6feda0c13d48e747,1000000000000000,764578423696,2022-06-13 06:44:53,origination-fee-liquidation
18,0x8865d36c27826eb8c5873b0ed2a7b25c3b2ddb477a6d068f7c61c314e453484c:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xbe9c45d2b35e6786ee02cd9b6e53175477003584,4000000000000000,3095684340000,2022-06-13 03:56:37,origination-fee-liquidation
19,0x3512e186dcdd88cc6cc1f7896366b03269e540cc31b397fc730f4f1b41af33c5:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x35dd029618f4e1835008da21fd98850c776453f0,13000000000000000,10000022741721,2022-06-13 03:49:58,origination-fee-liquidation
20,0x94356c2afa36476f643be51c89b24059319f11a5bf1b93d30181422ebefdd67c:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x35dd029618f4e1835008da21fd98850c776453f0,8000000000000000,6022548000000,2022-06-13 03:15:53,origination-fee-liquidation
21,0x14cae863d897b29b0925e2030c2a8b2d1ca52c7078e9f25f4be087d385771fee:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x1867168adf4640d3c0e49074a8ff94ba80a029b6,500,365295000000,2022-06-12 08:07:55,origination-fee-liquidation
22,0x8c9e325ef2b663e7a1dfec1f60df2569f07625e6f5af9b71d44046988e17a487:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x39541c578c195985712f6719dba410dea3b472a9,35500000000000000,25765934843250,2022-06-12 07:58:55,origination-fee-liquidation
23,0x11a517b3c5bc11fc9fb00a8d48dcf223f9370ac8ef274b1c04f8b3159b1c2625:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x59a58f0f2002f2f3231799b2b929dc6e1950b647,200,284189532577019,2022-06-12 05:38:50,origination-fee-liquidation
24,0x05c2c3ecffd2f630132156733d6470433005d450070fe31f89a8814b07f4af1f:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xefad6fb4074f7445955fb8d1b5f8fa1b24b6e245,500,360503982543,2022-06-12 05:31:34,origination-fee-liquidation
25,0xaa43ab41ee4c72bab16591a44f305e8d26374c06b65ca90d98d6dab92acea210:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x0675182195661f8fb984f61c98842628382702a0,250,0,2022-06-12 04:07:40,origination-fee-liquidation
26,0x6cb384fe1dbb17c44da0dfc57abfc003a4713393942f2ecca86b86a975a7e469:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xefad6fb4074f7445955fb8d1b5f8fa1b24b6e245,500000000000000,341988747036,2022-06-11 23:14:09,origination-fee-liquidation
27,0x79b3a9d607b7d4fba556604fcca2c5aac78227f6e5ba8d32f119abecc0da189a:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xa836e38bab7e5e42a29f42e547ef1663c503543d,3000,1999565343990,2022-06-11 14:26:05,origination-fee-liquidation
28,0xa494396524a4cf486546fc491cf83116649c9974e844bb87211e6b745ec7c948:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xefad6fb4074f7445955fb8d1b5f8fa1b24b6e245,630,416482973235,2022-06-11 11:30:20,origination-fee-liquidation
29,0x5f73b7ec23237aaaff5372cc4f5bcafe185d29291bbc2560d27ea9343507d7b4:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x0db0aa71e2bdb0e4ae0ea3cfb04e06d42ab3e66e,1050000000000000,693766468623,2022-06-11 11:12:23,origination-fee-liquidation
30,0xa29c27fe061113ec5b304a45c6cbe2d92785bc86d3aa7b7ca387129f3071fceb:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x2024e3b7d91b60672ae39654d2883423fa979265,36631606130290,190264671864,2022-06-11 09:29:29,origination-fee-liquidation
31,0x52c0462b6884a2af34f0fef2d5735ca7c6d4a74628e719dc0ca92445916bd0c8:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xa8050837c1c66da6a07045d6c6ce4c452c83897a,100000,17153270790248365,2022-05-29 08:34:26,origination-fee-liquidation
32,0x091d80157bb56e6249798359bd66cd3af42667eca4b39a1d02b1dcf106effd7b:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x7151fc80479cae33a33397a507257ff70dada0a1,77,0,2022-05-29 08:31:40,origination-fee-liquidation
33,0xdf8241f7c859fbef9f3d0d4ac87828eab1ffb8cdc6ab50ff38b5c8264e19a4b6:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x88229d404750b5b31c09d3993a453dca354c3289,198751244054542,117524766652,2022-05-29 08:30:39,origination-fee-liquidation
34,0x0f5ce0f60a31ade86e3a450fa3c7a20baf26486d7fc7ac237051378cab3a273b:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x86683cb61bb9ebb8893db3b82271166879c2502d,100,58859956151,2022-05-29 08:27:20,origination-fee-liquidation
35,0x802f61a0924f27574728f4a3b6ec744c858ead5bef393eb73fa7a58cf9e5fb86:10,0x7fd53085b9a29d236235d6fc593b47c9c33429f1,0xa0bb038a8981fc526fecf3fcea8701312d932e86,5455242,4049165897752082,2022-05-28 07:51:32,origination-fee-liquidation
36,0x75d94708901cad4b30504c6027c78173a65b87d18493b33b6baa9a4242de1a63:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x622a24c72e7810272d026b70f7ed08ff8db93af6,499180515390361,301146697142,2022-05-28 03:40:18,origination-fee-liquidation
37,0x5853fb20fd8e923af7fea2d4f7021765348d30c49938f716821da72eb04dba44:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x90b30f9387d67a1f722a600029d2f7615c2e0e70,260000000000000,155955757230,2022-05-28 03:40:18,origination-fee-liquidation
38,0xa20d8ca226e47e75f4fbc2230a539cf0a9854c264c2572a03f31a6cc20c4617b:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x440efbba3f3d971fd8411c580197ecb53ef71f87,2750,480146853125176,2022-05-27 07:45:01,origination-fee-liquidation
39,0xf31ae6a265f0d7b70f85d62a8a64fd1b8c2d4ba81114d28412ea9247cb38d5f9:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x59ce3a5d2dcefdd051e45f8b6feda0c13d48e747,2725,1591517161297,2022-05-26 15:10:54,origination-fee-liquidation
40,0x7ccec59e391c0eaed7aa63ca7cdc7a6fff0e4105d527cb2ccb538e2f63f2e0f3:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x09d3d3b086257940ccf4d7cb20a3e580730afb80,300,51216039565784,2022-05-26 13:11:13,origination-fee-liquidation
41,0xa86162a1d7c8746a9b31f37dc0d3b4f9e5df60b33d46937ee327f011b18aa810:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x622a24c72e7810272d026b70f7ed08ff8db93af6,819484609639,131239377980,2022-05-24 16:18:20,origination-fee-liquidation
42,0xaa89e0d691ecd3495c94ed65ab1b7cf64a275153bc8713d3b366dd9c80a17d58:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xb3866f8b4bf5a9bf6c44823e2795f9592a287cbb,127,200466006516272,2022-05-22 10:20:29,origination-fee-liquidation
43,0x55ad633e105021e777dc30a904db22a11d4a11ac85fd2518dad9058abfe57529:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x165f1a77c9861b8b943a9b60e9e7503076fd8d84,250,1881183724529249,2022-05-22 10:20:29,origination-fee-liquidation
44,0x7820f428027b8152d43a0b225a1b14a096b59b315ec8f59ea00da472ad2e8d57:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x5bde4e0d2588883d22e2c6c57cb3d54b1761de74,45000000000000,7016393177208,2022-05-22 09:54:02,origination-fee-liquidation
45,0x92ccf2c7ec77c5cc3261db178ec8a869abe7e60130fd7a783b956b60a9086802:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x8d8d912fe4db5917da92d14fea05225b803c359c,88718827473127,46990991596,2022-05-22 09:48:11,origination-fee-liquidation
46,0x8fd4335625998dc00d598a701303aab5890ab2e227145388d5596237c2b50ee9:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xee61bfbfa070384c4b2c0bd5bf15c7cb82acff5a,445,71868507727935,2022-05-19 03:49:02,origination-fee-liquidation
47,0x238e65296cecab552f5442f08b977c79189eb0a9f800caf362d2f5531c9243b6:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x59fda61db76076d56f568799a8a904cc64ba18bb,132300000000000,20706038895699,2022-05-14 22:23:17,origination-fee-liquidation
48,0x265eddb0add21f0cacd260df63cf46f4e172cd88c638189a34000dcd714f331c:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x86683cb61bb9ebb8893db3b82271166879c2502d,180000000000000,95012961451,2022-05-14 21:55:07,origination-fee-liquidation
49,0x95c6d2cd07fe7967c1d69cacc261c836e2b736657691ebc068d4af999e121a60:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x539af9c5a4716c48ccf39a9687d54cb13277cc3e,659,107969240769430,2022-05-14 13:44:42,origination-fee-liquidation
50,0x52cc03855c0a465da8ad77d11d2cc6b6076cdb4c35ea94372e455251c7806875:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x23a234303c552e8145d069dadb4d73a86edbfe42,200,304469325851957,2022-05-14 07:50:47,origination-fee-liquidation
51,0x61302fd5dd202c6122820ad418d4894732a5303e6f82493a304ea00313a0f04c:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x0675182195661f8fb984f61c98842628382702a0,250,0,2022-05-14 07:48:21,origination-fee-liquidation
52,0x9c743c63c91a994f450c9739e12b9c64b5398a2052a7aa954c44ace99f17bc46:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x3ed008692f29be640dae5428286776ceece3522a,9300000000000000,76384525502749031,2022-05-12 13:51:19,origination-fee-liquidation
53,0x92123459bca14ebe23aadc3d2997ada930d4f5c35a1667adde882529993dfd21:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xd24503a41aa9799ecd2f1131c2237e69d2dfa070,2500,10,2022-05-12 09:18:55,origination-fee-liquidation
54,0x4613d135e11e0766ee1f50800fdc444599c64b4db66b76c440787d4a2642e0bd:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xc20f93173e270ecf5f05c72596b4b7bfc020788c,13721,7704664149315,2022-05-12 08:42:30,origination-fee-liquidation
55,0xfe05013c1379d08851b0686f7163a1ff3942799960f2c05f7aca21703f67d2f5:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x738726961dabef11514ec9b75e0665ee0050ebc4,825,467833214688,2022-05-12 07:10:02,origination-fee-liquidation
56,0x70f8056cd8a8a4f81c5ce07afc2b3dd682aae29a49b2dd809e7e769e985107f8:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xc20f93173e270ecf5f05c72596b4b7bfc020788c,479,2,2022-05-12 07:07:54,origination-fee-liquidation
57,0x430f371ecc9a0decec65c132a10f78c58b9e44b8bb2b2da3237bb9ff9735cbca:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xbe9c45d2b35e6786ee02cd9b6e53175477003584,46500000000000000,25815346783339,2022-05-12 06:26:52,origination-fee-liquidation
58,0x81496b8b2ffd7bf949090eb70f18478d02fbccce68a187e39c093343a9a21025:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xd8fa396257ca6614c9976b695c68c8c6a428a8b4,12750,2276892813428460,2022-05-12 06:25:57,origination-fee-liquidation
59,0x9657fa3182cc3a0014dc8a57bf32106ef0d8e77a0794ca35cc49492314b6eefa:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x971463f9046bbff53302781f5e6f1041a32d11ad,1900,6,2022-05-12 06:12:25,origination-fee-liquidation
60,0x20fe72ec92dbce9ac37d8e2969d9110f0263494ded0854ada2244413ea0104e4:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x1867168adf4640d3c0e49074a8ff94ba80a029b6,1000000000000000,531148275757,2022-05-12 06:06:38,origination-fee-liquidation
61,0x6a816a9a71a90b03803caaeaeb75e97d5b2a041cb8d01abfbfefef5ae2bb06df:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xf361456b145ac78bce5cd0f2cfa41fe9bd731a2c,2695000000000000,1438695038844,2022-05-12 06:03:01,origination-fee-liquidation
62,0x1ffda9392bf99336fbbbaf25b40f6d6756bcf75e79117ce0432b1a0baea3fe32:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xe8d5dc2c15532e738abf4e880546b105269c6933,11000,43,2022-05-12 05:59:46,origination-fee-liquidation
63,0x5cd1f95da58d0005c90b1ffd2efe074d15fa0184ecbc67e17705fe3b2f119f7c:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xdad9396be1f733a3395a5628a98645f7c855a4dd,1300,211358655166630,2022-05-12 04:43:31,origination-fee-liquidation
64,0x9f3788d4f7010e1ac08d114e3b5ed6796ba8163586a1a33ef6fb83dafaead3ae:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x2fa2fd057e73c22264c52addf5ed9d520fe01f4f,5000000000000000,14407791727003646,2022-05-12 03:40:40,origination-fee-liquidation
65,0x45b6ee55585e367e560129dc5e16ab40acf5175d8151224d8b56dac7795863b5:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x622a24c72e7810272d026b70f7ed08ff8db93af6,702473794734067,2,2022-05-12 01:21:08,origination-fee-liquidation
66,0x0da8e6ae264dd98de5910a7702fec3b48d58a19b7b8024b76208f4e4b36fe2b7:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x6e5b6a37ec6953fb25bbd7469a9cac0869e8d118,732302398388678,72534378279,2022-05-12 01:04:07,origination-fee-liquidation
67,0x874d36d5dbb7cff92168593baeb3713be93cd69f4b7fdbd59eac3babd0d6639f:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x3ed008692f29be640dae5428286776ceece3522a,6000,46242979837571368,2022-05-11 23:33:04,origination-fee-liquidation
68,0x8ca336683fcd47c1f1d4013ae017ccdd09cc090294a20e8ea86334ae08d145fc:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x532bfa53ca4bfb6362a717bd68ce5aa94b3d4287,4500000000000000,2248401361500,2022-05-11 21:51:02,origination-fee-liquidation
69,0x587830a824723c08568e0bd8550a369b2ef076b0e6203621f8e81637332208e6:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xcf2db24e539b9d7ae55862409f8ccfecb0267668,96836722097,101678558201,2022-05-11 21:46:08,origination-fee-liquidation
70,0x79271b91273194c7e71f5bd21c7d0678b3d8ababecc23d0ba860fea6208bcb52:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xfaa0768bde629806739c3a4620656c5d26f44ef2,304631983,46297111922226101838,2022-05-11 14:52:36,origination-fee-liquidation
71,0x9804c398b50167c0241cb766f4077ecd9b61cbe32cb6a6f45b469933727aee5a:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x8ae928cb080aa43a50393cd08de208ef2b1bb86a,8939490457244612,21148118611209600253,2022-05-11 07:35:57,origination-fee-liquidation
72,0x37453959b93ba4ff6d4c1df5f308690026fac9f3849cf590a85576e4eea8c20b:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xb99c097883d7e037895c339ce14b3251ead70279,6102,842169166833890,2022-05-10 02:34:47,origination-fee-liquidation
73,0x5fc9a37039b76bacb8d97cbe4e9d0fdd741c05f3a03f8b2562a4464e70f79769:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9113593ec89755e3af96828a6314038a3edf6ac8,1110,152295718502946,2022-05-10 02:30:12,origination-fee-liquidation
74,0xa2497c86cf05a0ae116da3ab31b57b865f4da44f6bb23c512c4a9fd599a61f59:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xfaa0768bde629806739c3a4620656c5d26f44ef2,1520280,5724,2022-05-10 02:12:06,origination-fee-liquidation
75,0x3583ab51d2049968c0f0d3143fd22b6ddb4ff27cdce688117476a0841a02018a:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x2383453c86472b239940222fc76aa28d9290b56c,521,67743907190000,2022-05-10 01:41:11,origination-fee-liquidation
76,0x1df18cd79372eb4ae1a2cab287082e68d2c52c9337da4fbfc600fc50efff37b7:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x0db15b403ae023b1c9b07e95d9294710514292ac,230000000000000,97961929044,2022-05-09 07:12:40,origination-fee-liquidation
77,0x5d32fa559dcbc631b02df03ef26937803a4ad04728ff4afe2d0d0f7d7a9de610:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xccaaa3fecdd625cb4e0edc2728121011caede655,474125545546175,52121470836827,2022-05-08 04:08:56,origination-fee-liquidation
78,0x36d56565e366a375dc59b408b72fab176aefafdd5ad67628c26f9964f6cc9d3b:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x3f375ddb3e07262d48b3fa79489297ce573e35c4,630,1,2022-05-08 00:57:00,origination-fee-liquidation
