,id,pool-id,user-id,fee-liquidated,liquidated-collateral-for-free,date,method
158,0xd515ce0cd4bd85be6ade17c18b2486b509f16a562390bb133edfa11efc77120a:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xb222c27b2999d73abce3115bf400861e48bf1f32,4962,2977051140000,2021-07-20 09:40:26,origination-fee-liquidation
159,0xf22cabe9d806c057b7d1f35b912482e0ebbc2136d412aae0c0dd549d2e76d520:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x8ca7ed9b02ec1e8beee868a32495ed5b157eee08,65080000000000,9209058807638625,2021-07-20 08:32:05,origination-fee-liquidation
160,0xb29145184684c362c2565eeadfbc990d09d38bb41ca3274bd160ee079bf86bfe:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x694b5cb952b96dafb3c48bb31818bb9565b051f0,334,26986407004279,2021-07-20 06:16:14,origination-fee-liquidation
161,0x2b221e2f5af7e92d7edd451de7c73bf28f0ffc423ea28c4181e11b02f091f12f:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x02eaa99393e802fae56bc7f66634ddb4757a19f0,90182381590404,52908555901,2021-07-20 03:16:44,origination-fee-liquidation
162,0x3e2cea4db0312597e2d845a8a2f43eb439ac428a4dfb5b38d9c80edc10892fa0:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x819b4974cf21f7f261279fdb8ec01ebc8629635b,593,44515410691457,2021-07-19 14:39:32,origination-fee-liquidation
163,0x12b4fa61680e58f853773cc3ebefe8283d8d74b43e79e3a72ec852720ee1cbed:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x107fe2152ee2f585711a6ea58f755d9a3b8ef119,1000000000000000,73658330858926,2021-07-19 14:35:37,origination-fee-liquidation
164,0x6afdd2989ff60df8cc2075da58aa011265d157712858ca31e8516027e5c661df:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x229aa26280e5b22d856d3a9112fabe5f724e603b,50000000000,6797676430601,2021-07-17 10:30:36,origination-fee-liquidation
165,0xcffd50c65f3ba309aab64952021dd20840e24cdcd2e45b6ac03acec54b9e07e7:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x3a2ef06078789cd0fe7d5fac894d80b17b0be210,250,17424789911766,2021-07-16 00:49:55,origination-fee-liquidation
166,0x1f565965c446606641260b249d578aeb43d8902c07b4c6f0c84b504e9b6f79eb:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xef8a47c8da817fb5a9be047e2d2e30e964af4341,63,34523154666,2021-07-16 00:09:25,origination-fee-liquidation
167,0x1b6e482612b18d35602a11607d4e8c4f439af77ed57460acdfdc6c07cfe52c9b:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xe25e044d1b59caf7c4bd7f7e2d7065d20292aa77,1370000000000000,714685112486,2021-07-13 07:13:31,origination-fee-liquidation
168,0x5c6d504057359d9a0843be5a3ef07ff36a72d6f28f107d7822f5f74f4323e58d:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xf14fc29a5a686c112df2780427fb25c1e44ed84a,753015093862,9,2021-07-12 01:42:14,origination-fee-liquidation
169,0xe5a46e425f224548d8add7e8d609529c95d06d3ba7ca8cd0110326932980e01c:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xf4e89c8349f7058e7856dd192d17ab55f6491a85,131117556169,17588940461694,2021-07-04 07:57:56,origination-fee-liquidation
170,0x3717f5e3b9364f9ee1c46a7cde08ac0b81e3993d37a0d70c81c62d4c87a266f9:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xb4ae18a0eeba9448e5257a82c4347cbd655e84b2,28,81481797026859,2021-07-04 05:18:33,origination-fee-liquidation
171,0x9471cdea78be18ef618291f5295390b7b06417e328d8ce71ebc7d777312b2f5b:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x18fc6e5341d57c757659b888db134c2eb366e97b,35207343252150,36607794902850,2021-07-03 15:39:38,origination-fee-liquidation
172,0x2c16dd802a9d45d02f3927676eb4f3a9ffc25f7a53b7d7e6a052fb3c63efbddc:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x68a692606c58535f39c7fd7f39cc8a99697f7d72,32655691290956,241,2021-06-29 00:53:42,origination-fee-liquidation
173,0x64ae7c2a247f41b7edfff11691ab8e6267b4ad3dba4fd6ca9507d9bb8f9e44b6:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xae8467dacc1772464de535a9b8c51d3551eb026b,36985157177357,20919514774,2021-06-27 11:18:15,origination-fee-liquidation
174,0xc5b374bea5f6518fb2e0d5d1ac801d52e8ee9878017aed7d7bdf9838efa02dea:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x214ce2a5f7a43eb6e58c50994011dfa13132227c,110618034721742,116148936457829,2021-06-26 20:29:17,origination-fee-liquidation
175,0x9032225903402b3224b0cb9922254d244920157de8cb49e7d85c4979b721d77f:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x21295f180d478b1c11e6388692ac47c0c44c2697,32079126336777,19016627323,2021-06-26 18:06:48,origination-fee-liquidation
176,0xdc1cc13d2feb95caea7f7f6b51ace7d8bfe272527df46c6d65048c53e8c49037:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x1ff80c224cf7f42d715e4d7b2f6485aca06d54e0,68258777437569,4555824294733,2021-06-26 16:59:34,origination-fee-liquidation
177,0x1d42fa36b00c31cf9a130b9e99db07a6b2a48b7d332676adc57988229c8bd458:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xfd0069bfee8017a9056987bfee2a1fed4b267b5a,82,48505594241077,2021-06-26 14:40:15,origination-fee-liquidation
178,0x9a01dd4b62c1ec16beb211d7919c3a21897ba67a6f9e30db31b6b395f6c1f3c7:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x8d8d912fe4db5917da92d14fea05225b803c359c,262,159613020000,2021-06-26 10:30:51,origination-fee-liquidation
179,0x4817dc27f067c4505e709bb8d7431a455b933c425fba909ff5fd3ddb2780e43a:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9a3b2cbcf9c40df88269159dd7be5a528a48f831,700000000000000,414171968839,2021-06-26 09:18:59,origination-fee-liquidation
180,0x495f3fd8c0fe38d8ccf866968af03d02d2dd6386c2ffe3afe5530d78f4c405af:10,0x7fd53085b9a29d236235d6fc593b47c9c33429f1,0xa0bb038a8981fc526fecf3fcea8701312d932e86,13736569,10344331651412321,2021-06-26 08:19:58,origination-fee-liquidation
181,0x91e9c9a62b07a63b942dc2c233472e1afc69e000b105baa6d0b8f2cee6f075c1:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x41019a0cbc563baa587b5baf66c429f923ddb46e,102178441736375,57567476316610,2021-06-25 15:18:26,origination-fee-liquidation
182,0x2425a30ddd9b468b82b65e232f863be905e04912cd9b8ec1d1927d1e04db60b7:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x76afd547c5178d1b9b7a4123e298c39f49884e39,17237,9287967843000,2021-06-24 13:53:28,origination-fee-liquidation
183,0x25bcf530bca1858aa878ced80667c8fd6fa74120f6820c219cfa41b102600927:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x6aa3ca2f257f2edebd6a1934e5b614fe8822fce8,313592783309240,161,2021-06-24 07:47:33,origination-fee-liquidation
184,0x126602272c2dc7792d8c74bc9eec0613a428dd4c06f3c7733bea8b90b18522ed:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x8d8d912fe4db5917da92d14fea05225b803c359c,230525828628966,132083000874,2021-06-23 02:19:21,origination-fee-liquidation
185,0x341fe2b5911e7ac4ed7419b83c6eedee76d6cdfa8f81510092d825c65153c1bf:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xdbfdd975cfe231cbeefde1ec0bcb2cb28bcca063,306404924388241,173734809378,2021-06-23 02:11:11,origination-fee-liquidation
186,0xa5cae45d210b9786cf010389c9340220a24069eb9504e0d1bf95ac6c3ed2a9fd:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xf2fd7673e6449fb79e8fb7ac95aa61611ba182fa,162,141658165069028,2021-06-22 21:40:46,origination-fee-liquidation
187,0xa84f7406655912ea516ac6d0af17365fdd5b18dd93b41200df62deda1eef5097:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x0d9f4d0dabbfa76a5ccec6a1542326ca3da57ae5,3000000000000000,1836172443672,2021-06-22 15:57:28,origination-fee-liquidation
188,0x436f42da44aa182d339463d3317c43cdae8375f9e15662cd68cab90c64edd7eb:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x3dad94e5287e477ecc379227b5c9f9139e564fd8,5304,386937245463763,2021-06-22 15:56:16,origination-fee-liquidation
189,0x19a37c91f6647ec0e7cccd520197e873013edde99b579894561b68dc4dc626e3:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x55a0fdc312aa89d712cf6338d2f985a38f5d9ac1,235296,144340331184000,2021-06-22 15:56:16,origination-fee-liquidation
190,0x28582a8337dce02ec81e89413ae3ab6b621404b5ca4974b2685255ca7a629d6b:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x6b3a6e624e660dbb69f4cf2fd3bba760e8ebad56,2500000000000000,1514625000000,2021-06-22 15:51:10,origination-fee-liquidation
191,0xe652fa3d3da5f8e5b937f1410551c9098a61ad22ad2dc9f7e1d2a701d18c3444:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xe7a6b9d6ec7cdea7487d6d1d83e0fb254d7b9653,181,7961456215,2021-06-22 15:25:15,origination-fee-liquidation
192,0xc53f1130a3a46f96698e998cdd02371c5ebdee997e6ec83866bc5171021a88cd:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x022a29ebe2be30f0c7ffc7dc9c51ffd3714762d0,199700000000000000,767,2021-06-22 14:44:41,origination-fee-liquidation
193,0x60587d4e866cc0797b902900e0703efbe3d18515c50a48b67f92ddfef765357e:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x148b28ab1b5f6d58958e59009a795d53b05b10cf,1250,7923865362320,2021-06-22 14:40:54,origination-fee-liquidation
194,0x4f34435665b3c707dbd23e829bc3b4b726457c79a4ac158db166a7c4f859f72a:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x55fcc8881349c7e677ae3140999f52f5a2db54f5,1103,6992018795711,2021-06-22 14:40:54,origination-fee-liquidation
195,0xcfb24bc9e0c32b1eeead0ed3f84a9baf87d718d5964ea9d653c31674766eb8ac:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x2d220b022e0b1c16a114f800662993e16019d8b4,571,39342904895449,2021-06-22 14:12:49,origination-fee-liquidation
196,0xba8bc2cdab3489f0005b156682588805e48e1701d0c082f0ce54c5c5fe1aecae:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x0b3492cb3ce07cd3d04ed6d41e40687b688b7a7b,21000,1426366960529924,2021-06-22 14:06:23,origination-fee-liquidation
197,0xb3c4f644862faed957f67351724c28057e040b936b3dd18ab28af31ded3508e1:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x864e9ef223c2ac3f57bb12389bde47cb49d018e8,302,20095994784636,2021-06-22 12:15:34,origination-fee-liquidation
198,0x0162bdc95119ae60c4e430eac78a82cc52ee3988f3d4cffcad6dcc982bd2d7dc:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x69d7f09bf046cab22cf4c678f5cc6b8fa71a313a,2447,163526574162257,2021-06-22 12:15:34,origination-fee-liquidation
199,0x11429d75231fd9a7424dee6b4ea8c84ec505b165758340c73be1830bc4884181:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x231a19c04c6b314a395c915ffcf5d49e1e95cc34,160000000000,19935858702270,2021-06-22 12:13:24,origination-fee-liquidation
200,0xc15fba5a50c0e8860bf451445b238280756effc055eeb809b5b61b12f0bbe281:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x37ba0d42fb30c1d86b2ffb0d0ed8caf378163dcb,510382557938226,33710474196035,2021-06-22 11:40:33,origination-fee-liquidation
201,0x018a9a3da3fd297843011341b354ac438339ec4601eeb8c32a35ed1577101b70:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x19b39b2c227116531f2dec9d7282374f1bb4041d,254,15540268376161,2021-06-22 07:43:42,origination-fee-liquidation
202,0x30e9c5acceee1d9793a2d3c074594ee3d2083918f525f6d2c77d0d1232964336:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9f4c4d2263dff4531499562b78dbe0bdd3f1a6cb,311,19858953145889,2021-06-22 02:56:00,origination-fee-liquidation
203,0x2c71e46464a5c68908828159b9d8a200017278e6bbaaaa7d2baf897aa6fbe2b9:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x3a2ef06078789cd0fe7d5fac894d80b17b0be210,350000000000000,22609501772715,2021-06-22 02:55:23,origination-fee-liquidation
204,0x592524e38c1641f252fda5f9ef3b36729c199f1f009dfabdc0457edc64a77ed1:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x0efb605dbb1f99b65d020cd0a672ca3d0f92d4a8,800,449341200000,2021-06-22 02:20:47,origination-fee-liquidation
205,0x899de12e5e77d3ccf77526c31f067a39eaa3706d6c29150cc5bb085f412463a1:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xeaa593ade3570a12e9c68522bae65278a45e41ec,23000,1454148223532379,2021-06-22 00:52:33,origination-fee-liquidation
206,0xe71a927a76349d9d9cabc823944b9213b23199bec25f18f664a269188c7612d0:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x0db15b403ae023b1c9b07e95d9294710514292ac,340,1,2021-06-21 23:59:50,origination-fee-liquidation
207,0x4906159c1495ad5a0b83851597d0ddacfa63e566b8da011aea6f772f31eae523:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x44b97b5ca0d8ca50de1fcf2f640a9bd41c7421de,1190,2617741455216002,2021-06-21 23:46:41,origination-fee-liquidation
208,0xfb1d63bffc71c29fcd22b107f40229fd8683f0ff34381699e1b61e16b1ffff88:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x3e81e51dc494396e01404c7cca1c9f30dfd661f5,79,4746399923106,2021-06-21 20:42:36,origination-fee-liquidation
209,0x05bfc07f79686aa898c8c37347a5058a09ece68cd70a046eb69b630a6e9231be:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xb6bf3d48e0808eef3a5fbc92bb470aa17b67ee9e,130,70870800000,2021-06-21 20:04:30,origination-fee-liquidation
210,0x0bb7195421931f30b00a93d17df953784f925a797d5069826c636cba2cd44798:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xe9e143978494e75b2b46e0264eae51d703b9de4e,100,54212142052,2021-06-21 13:15:33,origination-fee-liquidation
211,0x1b0b044d4f1622c981bfe644730900aae8caadad6346e85d573fc5f0ea0e6dfa:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xa33c7f924399b59a8ee627388a108beab5e12eaf,510000000000000,18661146866,2021-06-21 13:01:51,origination-fee-liquidation
212,0xf33113f3834fc3c23490c820d5ab9034fb843e26510131805f52e0bee770102d:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xfa811980282df5f506474a187cfbff449092e2c1,250,14827033116195,2021-06-21 12:44:09,origination-fee-liquidation
213,0xd10d524534612efe480ee3b76d49bb6ccca069710dd88515f5967381a986f8e0:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x86683cb61bb9ebb8893db3b82271166879c2502d,435,224820143775,2021-06-21 08:40:14,origination-fee-liquidation
214,0x97e934e33b5377a8060a37b212df70cc994541a6a89e899a6ab860446eae854a:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x555ddc2f055ec8feb832098c4109b9e04a4af111,358921712473891,12650607693,2021-06-21 08:34:19,origination-fee-liquidation
215,0xa1e46546012ccc0edd6c7e4c01a300be085c6b4fd69be883855ca7d219085b94:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x90b30f9387d67a1f722a600029d2f7615c2e0e70,1150,2204874190012897,2021-06-21 08:33:45,origination-fee-liquidation
216,0x2d62904139bd1b687f88f8baff56e7dcb0d511748bca2ccb2de65dd7eff92b28:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xa25a9b7c73158b3b34215925796ce6aa8100c13a,18369,1024117477403201,2021-06-21 08:33:45,origination-fee-liquidation
217,0x4c41a2230a4f94d653312961f9f1e225492e040392a13ef5c04ea6a26a29daaf:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x623f0039838b3512f3986fe65158fbbacc1b813c,3,1413319459,2021-06-21 02:48:27,origination-fee-liquidation
218,0x483d1e0a9592371bf015b6f10eadfb0e972985454828616e021a444ca391553f:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x614608f5b513e1e6b337afd162da9935d0215b7e,100000000000000,5698689345505,2021-06-20 14:39:29,origination-fee-liquidation
219,0x54046f2061242716823d69ab8741ede664591ba9fe52758758d312cece471ead:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x381712d37b333164aee06f26293a45339359c140,370,189082950000,2021-06-20 14:22:10,origination-fee-liquidation
220,0x4dc6722b6106a14847676cbf5aa548903f6b8b7756efb7deac7d5611db526976:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xa25a9b7c73158b3b34215925796ce6aa8100c13a,291,1,2021-06-20 14:21:36,origination-fee-liquidation
221,0x5ad84880a5e16f8af04e5adcc055d2d8768052b7e14c8cf8be09a773c2e4918c:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x11a73c4fd819ebcad10db9d212f8471ba8a5b646,49,24533932500,2021-06-20 13:29:01,origination-fee-liquidation
222,0x93c21b8ff20f20caf349f03afd80aa1483365df4e17130c3663331058c5ea511:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xfd0069bfee8017a9056987bfee2a1fed4b267b5a,154561029482148,8631178454080,2021-06-20 12:42:44,origination-fee-liquidation
223,0x988c6d2d8011d79be087377c4607b3bd2784db32378f20567fd5af71f8401faa:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x02eaa99393e802fae56bc7f66634ddb4757a19f0,1039,514881856060,2021-06-20 12:22:48,origination-fee-liquidation
224,0xaa45dd91ce65635a56fe1e738bc7cd2db3c92932c808970fefa400e0a3ebfd26:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xe292ef9c14333e7b64c482a34cf44977e8a6cbb2,683221367856097,80378751205089811,2021-06-20 12:08:24,origination-fee-liquidation
225,0x57a1afdb7b0964ad319129e4ef496009db66a6bd5be198c6d8f03223b84223f4:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xdbfdd975cfe231cbeefde1ec0bcb2cb28bcca063,2301,1117713051000,2021-06-20 02:27:12,origination-fee-liquidation
226,0x04cc7309ab760004fc22de51508cf475eff31efbbc86d6f1ff09b38b5dee537c:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x43e5959343cd9154080c235c16fbb4bbd7f83e70,38,1970634863159,2021-06-19 08:03:47,origination-fee-liquidation
227,0x1dafc92fb822068d243eb00954ed06f8b354de8e48bb48d2f6bdfa0ed6573b0e:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x3691eccdcbab470bb47c41a04319f689669be728,70000000000000,3650051904117,2021-06-19 00:29:15,origination-fee-liquidation
228,0x171d8bb28b0698af10f2179d6c2c103cfc5f00ca8377c05d2b8529325b7a7cef:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x2a25ea7f6f6e82957e7ca223f229a3b4516a8579,12095630108,12700411613,2021-06-18 20:14:51,origination-fee-liquidation
229,0x5129a3c36e071e1b9acfa59e940b2943336d312348ffb8699392def38f9a90a4:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xa1acaddd259649d470b42c95738e5e89c8d8a233,219976478,300437135088,2021-06-18 18:33:55,origination-fee-liquidation
230,0xb3b2d17d637d0f9674094fa230ddede982339cc889f6460c4961b2ccb66bb9ad:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xa25a9b7c73158b3b34215925796ce6aa8100c13a,514200,243017339679768,2021-06-18 17:53:08,origination-fee-liquidation
231,0x61c0124ef322f2bf32aa91f7838ef5e1f0de0937a20644931d4e18241d78ae84:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x02eaa99393e802fae56bc7f66634ddb4757a19f0,320620315221666,151119384054,2021-06-18 17:51:52,origination-fee-liquidation
232,0x2ea14b042525fd14c50ab6c5c50ab76ad00cc4b5db0624e8b4d48f62fbe471c3:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xd9c6c434e7ec14021e49916cd3d845a87a39f89a,75225776108394,67699244141,2021-06-17 05:07:25,origination-fee-liquidation
233,0xdddd7407afbf6a1d54d5054c6a0651ab34bd4eb94ca5de8a7c96b878ecd10d38:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x9836bf0039276d6df2a0f4fb351de7c6c06b8ec8,136285189331085,59156571435,2021-06-17 04:22:12,origination-fee-liquidation
234,0xb8f7ea8fed8a4e2d77f73e5a908bb2a4eec2b59e63c2ffa17322a28b5d0f8dde:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x623f0039838b3512f3986fe65158fbbacc1b813c,30000000000000,12495420000,2021-06-15 22:50:05,origination-fee-liquidation
235,0x656257a5f23d5e067d952956c6e4d2c67c5d08b6a343298513484ee3736dc43f:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0x6744a9c6e3a9b8f7243ace5b20d51a500fcd0353,4962,2006409510000,2021-06-15 05:17:43,origination-fee-liquidation
236,0xff9a7f57bbe4cae793a0748b69ea94e84b19401ead4a10476125ed6a1f0e82fc:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xdd5b272c114a6f4ad2a0c77f16b59363cb4a1669,3900000000000,3,2021-06-14 13:14:16,origination-fee-liquidation
237,0x59a355a94f68dad179f9530a530c1c5d1d9bb84cfb17453d955a17fe3486fd45:10,0x24a42fd28c976a61df5d00d0599c34c4f90748c8,0xd315dd16087cb6ab36a9ba1b7048803d206e6d17,14157461789405,36723572417488696,2021-06-14 13:09:09,origination-fee-liquidation
